iter	Passed	Remaining
459	19818	66347
460	19859	66297
461	19902	66255
462	19942	66200
463	19983	66152
464	20026	66110
465	20068	66062
466	20107	66006
467	20152	65968
468	20192	65915
469	20234	65869
470	20274	65817
471	20315	65767
472	20356	65718
473	20399	65674
474	20440	65625
475	20480	65572
476	20522	65525
477	20564	65479
478	20607	65436
479	20649	65390
480	20689	65336
481	20730	65289
482	20770	65237
483	20811	65187
484	20853	65140
485	20894	65091
486	20937	65048
487	20979	65000
488	21019	64949
489	21060	64900
490	21100	64847
491	21143	64805
492	21187	64764
493	21232	64729
494	21274	64681
495	21315	64635
496	21359	64592
497	21398	64539
498	21437	64485
499	21477	64433
500	21519	64387
501	21562	64343
502	21602	64292
503	21643	64244
504	21684	64193
505	21728	64155
506	21769	64106
507	21812	64062
508	21856	64024
509	21898	63976
510	21941	63933
511	21979	63877
512	22023	63837
513	22064	63789
514	22108	63748
515	22151	63707
516	22190	63651
517	22233	63609
518	22276	63567
519	22320	63528
520	22361	63479
521	22402	63432
522	22441	63377
523	22485	63338
524	22534	63312
525	22575	63261
526	22619	63223
527	22660	63176
528	22705	63137
529	22748	63095
530	22789	63047
531	22830	62998
532	22874	62959
533	22917	62915
534	22961	62874
535	23005	62835
536	23046	62787
537	23088	62741
538	23131	62699
539	23173	62654
540	23214	62607
541	23256	62561
542	23298	62515
543	23343	62478
544	23384	62430
545	23426	62383
546	23466	62335
547	23511	62296
548	23556	62258
549	23599	62218
550	23647	62186
551	23689	62142
552	23734	62105
553	23777	62062
554	23822	62023
555	23863	61975
556	23907	61936
557	23949	61891
558	23994	61853
559	24037	61810
560	24078	61761
561	24119	61715
562	24162	61672
563	24206	61632
564	24250	61591
565	24295	61553
566	24337	61510
567	24379	61462
568	24422	61419
569	24461	61367
570	24505	61328
571	24549	61287
572	24591	61243
573	24634	61199
574	24675	61153
575	24719	61112
576	24760	61065
577	24804	61023
578	24844	60975
579	24886	60929
580	24928	60884
581	24973	60845
582	25015	60800
583	25056	60753
584	25098	60709
585	25139	60660
586	25179	60609
587	25220	60562
588	25263	60519
589	25305	60474
590	25346	60428
591	25387	60380
592	25430	60338
593	25473	60296
594	25515	60250
595	25557	60206
596	25600	60162
597	25642	60118
598	25685	60076
599	25729	60035
600	25771	59990
601	25813	59946
602	25855	59901
603	25897	59856
604	25939	59811
605	25983	59769
606	26025	59725
607	26065	59677
608	26109	59635
609	26151	59591
610	26194	59548
611	26236	59503
612	26307	59524
613	26353	59488
614	26395	59444
615	26436	59396
616	26480	59356
617	26523	59313
618	26564	59266
619	26608	59226
620	26649	59179
621	26690	59130
622	26731	59084
623	26773	59040
624	26818	59001
625	26860	58956
626	26902	58910
627	26942	58861
628	26986	58821
629	27032	58785
630	27077	58746
631	27122	58708
632	27167	58669
633	27206	58618
634	27248	58573
635	27290	58528
636	27336	58491
637	27379	58448
638	27423	58408
639	27465	58363
640	27509	58322
641	27553	58283
642	27595	58237
643	27635	58188
644	27677	58144
645	27717	58095
646	27759	58049
647	27802	58008
648	27847	57968
649	27889	57924
650	27931	57879
651	27974	57836
652	28017	57793
653	28060	57750
654	28102	57707
655	28146	57666
656	28189	57622
657	28229	57574
658	28271	57529
659	28313	57485
660	28358	57445
661	28399	57399
662	28439	57351
663	28480	57305
664	28522	57259
665	28564	57213
666	28609	57176
667	28649	57127
668	28690	57080
669	28734	57039
670	28775	56992
671	28817	56949
672	28857	56899
673	28897	56852
674	28941	56810
675	28984	56769
676	29024	56719
677	29068	56680
678	29111	56637
679	29152	56589
680	29196	56549
681	29238	56504
682	29280	56461
683	29323	56418
684	29366	56375
685	29408	56331
686	29454	56293
687	29496	56249
688	29537	56202
689	29581	56162
690	29623	56117
691	29668	56078
692	29712	56038
693	29755	55995
694	29796	55949
695	29836	55901
696	29882	55863
697	29927	55824
698	29969	55779
699	30013	55738
700	30054	55692
701	30096	55649
702	30138	55603
703	30179	55558
704	30221	55513
705	30266	55473
706	30309	55432
707	30353	55390
708	30395	55345
709	30436	55299
710	30482	55262
711	30526	55222
712	30570	55181
713	30615	55141
714	30657	55097
715	30700	55054
716	30744	55013
717	30784	54966
718	30835	54938
719	30877	54892
720	30922	54853
721	30963	54808
722	31004	54760
723	31046	54717
724	31090	54676
725	31131	54630
726	31177	54593
727	31224	54556
728	31270	54519
729	31313	54476
730	31379	54474
731	31421	54429
732	31462	54383
733	31501	54332
734	31541	54285
735	31582	54239
736	31623	54193
737	31663	54146
738	31706	54102
739	31749	54060
740	31790	54013
741	31831	53968
742	31871	53919
743	31914	53877
744	31958	53836
745	31998	53788
746	32039	53741
747	32080	53696
748	32125	53656
749	32166	53611
750	32212	53573
751	32254	53529
752	32295	53483
753	32337	53438
754	32377	53390
755	32418	53344
756	32460	53299
757	32502	53256
758	32544	53211
759	32587	53169
760	32630	53126
761	32672	53082
762	32712	53034
763	32754	52989
764	32794	52942
765	32835	52896
766	32874	52848
767	32915	52802
768	32957	52758
769	32998	52711
770	33039	52665
771	33078	52616
772	33118	52569
773	33157	52520
774	33197	52474
775	33238	52427
776	33280	52383
777	33322	52339
778	33363	52293
779	33406	52250
780	33446	52204
781	33487	52157
782	33527	52111
783	33567	52064
784	33608	52018
785	33652	51977
786	33692	51930
787	33733	51885
788	33776	51841
789	33818	51797
790	33861	51755
791	33907	51717
792	33951	51677
793	34000	51643
794	34043	51601
795	34087	51559
796	34130	51517
797	34171	51472
798	34215	51430
799	34259	51389
800	34300	51343
801	34342	51299
802	34382	51253
803	34423	51206
804	34466	51164
805	34508	51120
806	34550	51076
807	34596	51038
808	34640	50997
809	34682	50953
810	34723	50907
811	34765	50864
812	34807	50819
813	34850	50777
814	34892	50733
815	34934	50689
816	34976	50644
817	35016	50598
818	35056	50551
819	35098	50507
820	35138	50460
821	35177	50413
822	35219	50369
823	35260	50323
824	35300	50277
825	35343	50234
826	35384	50187
827	35427	50146
828	35468	50100
829	35509	50056
830	35551	50011
831	35592	49966
832	35633	49920
833	35673	49874
834	35713	49827
835	35756	49785
836	35795	49736
837	35835	49690
838	35875	49644
839	35918	49601
840	35957	49554
841	35999	49509
842	36038	49462
843	36079	49417
844	36122	49374
845	36164	49330
846	36206	49287
847	36250	49246
848	36293	49203
849	36334	49157
850	36376	49115
851	36418	49071
852	36460	49027
853	36502	48983
854	36542	48937
855	36584	48893
856	36624	48846
857	36663	48799
858	36705	48756
859	36748	48713
860	36791	48670
861	36833	48626
862	36872	48579
863	36914	48536
864	36955	48490
865	36995	48444
866	37037	48400
867	37082	48360
868	37123	48315
869	37166	48274
870	37209	48230
871	37251	48188
872	37297	48148
873	37338	48104
874	37382	48063
875	37420	48015
876	37461	47969
877	37501	47922
878	37543	47879
879	37583	47833
880	37624	47788
881	37664	47743
882	37706	47699
883	37748	47655
884	37788	47609
885	37828	47563
886	37870	47519
887	37909	47472
888	37949	47426
889	37993	47384
890	38032	47337
891	38075	47295
892	38118	47253
893	38159	47207
894	38201	47164
895	38245	47124
896	38287	47080
897	38329	47036
898	38370	46991
899	38411	46947
900	38454	46905
901	38495	46860
902	38535	46814
903	38577	46770
904	38618	46726
905	38659	46681
906	38698	46634
907	38739	46590
908	38781	46545
909	38821	46500
910	38862	46455
911	38904	46412
912	38947	46369
913	38987	46324
914	39026	46277
915	39069	46235
916	39112	46192
917	39153	46148
918	39194	46103
919	39235	46059
920	39284	46023
921	39324	45977
922	39366	45934
923	39407	45889
924	39447	45843
925	39488	45799
926	39529	45755
927	39571	45712
928	39614	45670
929	39653	45623
930	39696	45580
931	39736	45535
932	39823	45542
933	39878	45514
934	39918	45468
935	39961	45426
936	40004	45384
937	40046	45340
938	40087	45296
939	40129	45252
940	40171	45209
941	40213	45165
942	40254	45121
943	40296	45076
944	40338	45033
945	40380	44990
946	40424	44948
947	40466	44905
948	40511	44865
949	40560	44829
950	40602	44786
951	40643	44741
952	40687	44701
953	40727	44655
954	40770	44612
955	40811	44568
956	40855	44527
957	40902	44488
958	40946	44447
959	40988	44403
960	41029	44359
961	41073	44318
962	41114	44273
963	41157	44231
964	41199	44188
965	41240	44143
966	41283	44101
967	41325	44058
968	41369	44016
969	41413	43975
970	41458	43935
971	41505	43896
972	41549	43855
973	41592	43812
974	41635	43770
975	41675	43724
976	41715	43680
977	41756	43635
978	41799	43592
979	41840	43548
980	41885	43507
981	41928	43465
982	41972	43424
983	42014	43381
984	42055	43335
985	42099	43295
986	42141	43251
987	42185	43210
988	42227	43167
989	42268	43122
990	42305	43074
991	42347	43030
992	42388	42986
993	42428	42940
994	42472	42899
995	42510	42852
996	42549	42805
997	42586	42756
998	42628	42713
999	42670	42670
1000	42712	42627
1001	42753	42582
1002	42795	42539
1003	42842	42501
1004	42884	42457
1005	42925	42413
1006	42966	42369
1007	43006	42323
1008	43050	42282
1009	43089	42236
1010	43128	42189
1011	43173	42149
1012	43217	42108
1013	43256	42062
1014	43296	42016
1015	43333	41968
1016	43373	41923
1017	43414	41878
1018	43454	41834
1019	43494	41788
1020	43536	41745
1021	43582	41706
1022	43621	41660
1023	43662	41615
1024	43703	41571
1025	43741	41524
1026	43779	41477
1027	43820	41433
1028	43860	41387
1029	43901	41344
1030	43942	41299
1031	43981	41253
1032	44021	41208
1033	44059	41162
1034	44099	41116
1035	44142	41074
1036	44181	41028
1037	44220	40982
1038	44258	40936
1039	44305	40897
1040	44346	40853
1041	44386	40808
1042	44432	40768
1043	44481	40732
1044	44522	40687
1045	44564	40645
1046	44607	40602
1047	44648	40558
1048	44688	40513
1049	44727	40467
1050	44771	40426
1051	44823	40392
1052	44865	40348
1053	44907	40305
1054	44949	40262
1055	44991	40219
1056	45040	40182
1057	45093	40149
1058	45140	40110
1059	45183	40068
1060	45228	40027
1061	45270	39985
1062	45314	39942
1063	45356	39900
1064	45400	39858
1065	45442	39815
1066	45498	39784
1067	45542	39743
1068	45587	39702
1069	45630	39660
1070	45672	39617
1071	45714	39574
1072	45757	39531
1073	45811	39498
1074	45865	39466
1075	45911	39425
1076	45959	39387
1077	46004	39347
1078	46052	39309
1079	46101	39271
1080	46145	39230
1081	46189	39188
1082	46231	39145
1083	46273	39102
1084	46318	39061
1085	46358	39016
1086	46399	38971
1087	46440	38927
1088	46481	38883
1089	46526	38842
1090	46569	38800
1091	46614	38760
1092	46660	38720
1093	46702	38676
1094	46744	38633
1095	46787	38591
1096	46830	38548
1097	46870	38503
1098	46913	38461
1099	46953	38416
1100	46995	38373
1101	47036	38329
1102	47076	38284
1103	47121	38243
1104	47161	38198
1105	47203	38155
1106	47243	38110
1107	47285	38067
1108	47327	38024
1109	47370	37981
1110	47410	37937
1111	47454	37895
1112	47499	37854
1113	47546	37815
1114	47589	37772
1115	47629	37728
1116	47671	37684
1117	47711	37640
1118	47750	37594
1119	47792	37550
1120	47836	37509
1121	47884	37470
1122	47930	37431
1123	47973	37388
1124	48015	37345
1125	48056	37301
1126	48099	37258
1127	48170	37238
1128	48234	37211
1129	48274	37167
1130	48317	37124
1131	48358	37080
1132	48398	37035
1133	48439	36991
1134	48481	36948
1135	48522	36904
1136	48567	36863
1137	48609	36819
1138	48650	36776
1139	48695	36735
1140	48743	36696
1141	48794	36659
1142	48834	36615
1143	48876	36571
1144	48918	36528
1145	48956	36482
1146	48999	36440
1147	49041	36396
1148	49083	36353
1149	49127	36311
1150	49167	36266
1151	49208	36223
1152	49249	36179
1153	49289	36134
1154	49334	36093
1155	49375	36049
1156	49415	36004
1157	49456	35960
1158	49498	35917
1159	49539	35873
1160	49582	35830
1161	49623	35786
1162	49668	35745
1163	49715	35706
1164	49756	35662
1165	49801	35621
1166	49845	35579
1167	49888	35536
1168	49929	35492
1169	49971	35449
1170	50012	35406
1171	50056	35364
1172	50100	35322
1173	50143	35279
1174	50187	35238
1175	50228	35194
1176	50273	35153
1177	50316	35110
1178	50357	35066
1179	50397	35021
1180	50437	34977
1181	50480	34934
1182	50518	34889
1183	50558	34844
1184	50601	34801
1185	50642	34758
1186	50684	34714
1187	50723	34669
1188	50763	34625
1189	50802	34580
1190	50842	34535
1191	50881	34490
1192	50919	34444
1193	50959	34399
1194	50998	34354
1195	51039	34310
1196	51078	34265
1197	51118	34221
1198	51159	34177
1199	51198	34132
1200	51239	34088
1201	51279	34043
1202	51318	33999
1203	51360	33956
1204	51398	33910
1205	51437	33865
1206	51479	33821
1207	51519	33777
1208	51560	33733
1209	51600	33689
1210	51642	33646
1211	51680	33601
1212	51720	33556
1213	51760	33512
1214	51802	33469
1215	51844	33425
1216	51887	33383
1217	51927	33339
1218	51966	33294
1219	52004	33248
1220	52044	33204
1221	52084	33160
1222	52127	33118
1223	52171	33076
1224	52214	33033
1225	52256	32990
1226	52303	32951
1227	52345	32907
1228	52388	32865
1229	52428	32821
1230	52468	32777
1231	52508	32732
1232	52551	32690
1233	52590	32645
1234	52631	32601
1235	52671	32557
1236	52712	32513
1237	52754	32470
1238	52795	32427
1239	52837	32384
1240	52878	32340
1241	52915	32294
1242	52955	32250
1243	52995	32205
1244	53036	32162
1245	53076	32118
1246	53115	32073
1247	53154	32029
1248	53191	31982
1249	53229	31937
1250	53265	31891
1251	53302	31845
1252	53343	31802
1253	53381	31756
1254	53416	31709
1255	53456	31665
1256	53493	31619
1257	53531	31574
1258	53573	31531
1259	53609	31484
1260	53649	31440
1261	53686	31395
1262	53723	31349
1263	53764	31305
1264	53798	31258
1265	53838	31214
1266	53877	31169
1267	53914	31124
1268	53955	31081
1269	53994	31035
1270	54033	30991
1271	54074	30948
1272	54114	30904
1273	54156	30861
1274	54198	30818
1275	54241	30776
1276	54283	30733
1277	54324	30690
1278	54364	30646
1279	54404	30602
1280	54448	30560
1281	54485	30515
1282	54524	30471
1283	54563	30426
1284	54602	30382
1285	54643	30338
1286	54683	30294
1287	54725	30251
1288	54767	30209
1289	54806	30164
1290	54847	30121
1291	54886	30077
1292	54924	30032
1293	54964	29988
1294	55005	29945
1295	55046	29901
1296	55085	29857
1297	55127	29814
1298	55167	29770
1299	55206	29726
1300	55246	29682
1301	55284	29637
1302	55324	29594
1303	55364	29550
1304	55402	29505
1305	55443	29462
1306	55478	29415
1307	55515	29370
1308	55552	29325
1309	55590	29280
1310	55629	29236
1311	55666	29191
1312	55706	29147
1313	55744	29102
1314	55781	29057
1315	55819	29012
1316	55861	28969
1317	55895	28922
1318	55933	28878
1319	55972	28834
1320	56009	28789
1321	56048	28744
1322	56087	28700
1323	56126	28656
1324	56165	28612
1325	56202	28567
1326	56242	28523
1327	56291	28484
1328	56337	28444
1329	56379	28401
1330	56429	28363
1331	56470	28319
1332	56515	28278
1333	56559	28237
1334	56600	28194
1335	56640	28150
1336	56679	28106
1337	56720	28063
1338	56766	28022
1339	56808	27980
1340	56846	27935
1341	56893	27895
1342	56933	27851
1343	56973	27808
1344	57014	27765
1345	57057	27723
1346	57102	27682
1347	57145	27639
1348	57186	27597
1349	57236	27558
1350	57272	27513
1351	57312	27469
1352	57357	27428
1353	57398	27385
1354	57439	27342
1355	57478	27297
1356	57519	27255
1357	57560	27211
1358	57608	27172
1359	57649	27129
1360	57689	27085
1361	57736	27045
1362	57777	27002
1363	57820	26960
1364	57870	26921
1365	57916	26880
1366	57955	26836
1367	57993	26792
1368	58032	26748
1369	58077	26707
1370	58121	26665
1371	58163	26622
1372	58204	26579
1373	58246	26537
1374	58288	26494
1375	58329	26451
1376	58378	26412
1377	58422	26370
1378	58462	26327
1379	58499	26282
1380	58540	26239
1381	58582	26196
1382	58625	26154
1383	58670	26113
1384	58716	26072
1385	58759	26030
1386	58799	25987
1387	58843	25945
1388	58884	25902
1389	58924	25858
1390	58964	25815
1391	59008	25773
1392	59055	25733
1393	59096	25690
1394	59136	25647
1395	59177	25604
1396	59223	25562
1397	59263	25519
1398	59304	25476
1399	59345	25433
1400	59390	25392
1401	59437	25352
1402	59478	25309
1403	59519	25266
1404	59562	25224
1405	59611	25184
1406	59656	25143
1407	59701	25101
1408	59743	25059
1409	59795	25021
1410	59839	24978
1411	59877	24935
1412	59919	24892
1413	59954	24846
1414	60002	24806
1415	60044	24763
1416	60083	24720
1417	60122	24676
1418	60160	24632
1419	60200	24588
1420	60245	24547
1421	60283	24503
1422	60329	24462
1423	60374	24421
1424	60412	24377
1425	60451	24333
1426	60496	24291
1427	60532	24247
1428	60576	24205
1429	60613	24160
1430	60652	24117
1431	60693	24073
1432	60737	24032
1433	60775	23988
1434	60814	23944
1435	60851	23899
1436	60897	23858
1437	60933	23814
1438	60974	23771
1439	61015	23728
1440	61056	23685
1441	61124	23652
1442	61169	23611
1443	61208	23567
1444	61244	23522
1445	61285	23480
1446	61324	23436
1447	61369	23394
1448	61418	23355
1449	61463	23313
1450	61510	23273
1451	61551	23230
1452	61592	23187
1453	61628	23142
1454	61668	23099
1455	61711	23057
1456	61750	23013
1457	61791	22970
1458	61827	22925
1459	61870	22883
1460	61911	22840
1461	61955	22798
1462	61992	22754
1463	62034	22711
1464	62072	22668
1465	62114	22625
1466	62153	22582
1467	62195	22539
1468	62239	22497
1469	62279	22454
1470	62319	22411
1471	62360	22368
1472	62400	22325
1473	62441	22282
1474	62485	22240
1475	62525	22197
1476	62568	22155
1477	62611	22113
1478	62655	22071
1479	62693	22027
1480	62734	21984
1481	62773	21941
1482	62815	21898
1483	62855	21855
1484	62900	21814
1485	62940	21770
1486	62977	21726
1487	63019	21684
1488	63061	21641
1489	63104	21599
1490	63142	21555
1491	63179	21511
1492	63223	21469
1493	63263	21426
1494	63302	21383
1495	63342	21339
1496	63378	21295
1497	63418	21252
1498	63455	21208
1499	63497	21165
1500	63538	21123
1501	63574	21078
1502	63610	21034
1503	63645	20989
1504	63682	20945
1505	63718	20901
1506	63753	20856
1507	63790	20812
1508	63833	20770
1509	63870	20726
1510	63906	20681
1511	63941	20637
1512	63977	20593
1513	64017	20549
1514	64053	20505
1515	64087	20460
1516	64124	20416
1517	64160	20372
1518	64196	20328
1519	64234	20284
1520	64268	20239
1521	64305	20195
1522	64341	20151
1523	64378	20107
1524	64412	20063
1525	64447	20018
1526	64485	19974
1527	64520	19930
1528	64554	19885
1529	64590	19841
1530	64624	19796
1531	64658	19752
1532	64695	19708
1533	64731	19664
1534	64766	19619
1535	64800	19575
1536	64836	19531
1537	64870	19486
1538	64906	19442
1539	64943	19398
1540	64981	19355
1541	65021	19312
1542	65062	19270
1543	65101	19226
1544	65146	19185
1545	65190	19143
1546	65230	19101
1547	65272	19058
1548	65312	19016
1549	65351	18973
1550	65397	18931
1551	65437	18889
1552	65477	18846
1553	65518	18803
1554	65561	18761
1555	65602	18719
1556	65642	18676
1557	65687	18635
1558	65727	18592
1559	65766	18549
1560	65807	18506
1561	65855	18466
1562	65896	18424
1563	65945	18383
1564	65985	18341
1565	66025	18298
1566	66061	18254
1567	66096	18210
1568	66133	18166
1569	66168	18122
1570	66205	18078
1571	66242	18035
1572	66279	17991
1573	66314	17947
1574	66349	17903
1575	66385	17860
1576	66422	17816
1577	66460	17773
1578	66497	17729
1579	66533	17686
1580	66570	17642
1581	66605	17598
1582	66640	17554
1583	66675	17510
1584	66711	17467
1585	66748	17423
1586	66785	17380
1587	66822	17336
1588	66858	17293
1589	66894	17249
1590	66931	17206
1591	66967	17162
1592	67002	17118
1593	67038	17074
1594	67075	17031
1595	67113	16988
1596	67149	16944
1597	67184	16901
1598	67220	16857
1599	67256	16814
1600	67292	16770
1601	67328	16726
1602	67362	16683
1603	67400	16639
1604	67437	16596
1605	67472	16553
1606	67508	16509
1607	67544	16465
1608	67578	16422
1609	67613	16378
1610	67648	16334
1611	67682	16290
1612	67717	16247
1613	67752	16203
1614	67787	16159
1615	67824	16116
1616	67859	16073
1617	67896	16029
1618	67932	15986
1619	67969	15943
1620	68011	15901
1621	68051	15858
1622	68091	15816
1623	68131	15774
1624	68170	15731
1625	68216	15690
1626	68259	15649
1627	68301	15606
1628	68343	15564
1629	68383	15522
1630	68426	15481
1631	68464	15438
1632	68504	15395
1633	68546	15353
1634	68584	15310
1635	68623	15268
1636	68662	15225
1637	68701	15183
1638	68743	15141
1639	68782	15098
1640	68824	15056
1641	68861	15013
1642	68898	14970
1643	68937	14928
1644	68978	14885
1645	69018	14843
1646	69059	14801
1647	69098	14758
1648	69138	14716
1649	69176	14673
1650	69217	14631
1651	69257	14589
1652	69295	14546
1653	69336	14504
1654	69379	14462
1655	69418	14420
1656	69463	14378
1657	69502	14336
1658	69542	14294
1659	69580	14251
1660	69620	14209
1661	69663	14167
1662	69700	14124
1663	69738	14081
1664	69775	14038
1665	69810	13995
