iter	TotalF1	MultiClass
881	0.7259944372	0.638050166
882	0.7259944372	0.6379205314
883	0.7259944372	0.6378326631
884	0.7260804396	0.6377682246
885	0.7260375903	0.6376641391
886	0.7258064194	0.6375872007
887	0.72626503	0.6374740144
888	0.7265739849	0.6373495155
889	0.7265739849	0.6372873395
890	0.7267893737	0.6372118041
891	0.7267893737	0.6371352699
892	0.7266209396	0.6370649908
893	0.7267579317	0.6370043725
894	0.7267538791	0.6369163966
895	0.7268439335	0.6368337295
896	0.7270593629	0.6367712333
897	0.7270553072	0.6366379005
898	0.7271413154	0.6365554949
899	0.7272313561	0.6364413318
900	0.7271453642	0.6363794503
901	0.7271453642	0.636253335
902	0.7271453642	0.6361916732
903	0.727360764	0.6360904676
904	0.7272313561	0.6359765079
905	0.7273173386	0.6358171749
906	0.7276187382	0.6357058887
907	0.7276187382	0.6356376102
908	0.727622791	0.6355460166
909	0.727622791	0.6354053486
910	0.727622791	0.6353189497
911	0.727622791	0.6352316595
912	0.7277727059	0.6351419616
913	0.7275102402	0.6350379988
914	0.7277385952	0.634961389
915	0.7281564455	0.6348675343
916	0.728744861	0.634729714
917	0.7289600735	0.6346623873
918	0.7289600735	0.6345318163
919	0.7293903852	0.6343898478
920	0.729398435	0.6342629813
921	0.7293513781	0.6341341749
922	0.729359319	0.6340471668
923	0.7291440447	0.6339526104
924	0.7291440447	0.6338759559
925	0.7293511443	0.6337850229
926	0.7291358907	0.6336599868
927	0.7290498982	0.6335187219
928	0.7294022994	0.6334148068
929	0.7294022994	0.6333407543
930	0.7297113981	0.633217782
931	0.7294101825	0.6331166088
932	0.72983645	0.6330222034
933	0.7296213128	0.632925909
934	0.7296213128	0.6328670081
935	0.7294841327	0.6327339161
936	0.7296253678	0.6326454906
937	0.7294101825	0.6325683484
938	0.7294101825	0.6324978757
939	0.7294061378	0.6324250196
940	0.7291909248	0.6323189224
941	0.729354999	0.6322398575
942	0.7297972578	0.6320999987
943	0.730024542	0.6320331986
944	0.7299344573	0.6318881245
945	0.7300123045	0.6317921222
946	0.7304157194	0.6316668255
947	0.7304157194	0.6315997217
948	0.7304157194	0.6314989105
949	0.7304157194	0.6313881714
950	0.7304157194	0.6313084173
951	0.7304279762	0.631223784
952	0.7305058627	0.631117032
953	0.7309477648	0.6310253568
954	0.7308575865	0.6308833794
955	0.7308575865	0.630823733
956	0.7308575865	0.6307370108
957	0.7308575865	0.6306211252
958	0.7308575865	0.6305491014
959	0.7306426475	0.630436074
960	0.730200669	0.6303508834
961	0.7304157194	0.6302336777
962	0.7305914939	0.6301577544
963	0.7307410747	0.6300270393
964	0.7309723064	0.6299512413
965	0.7309257957	0.6298498545
966	0.7305606911	0.6297508994
967	0.7312862732	0.6296561589
968	0.7309851951	0.6295905304
969	0.7307968888	0.6295245441
970	0.7312267705	0.6294088944
971	0.7314416552	0.6293282155
972	0.7316649988	0.6292195194
973	0.7315873219	0.6290656818
974	0.7315873219	0.6289606231
975	0.7317245469	0.6288598797
976	0.7318617555	0.6287868381
977	0.7318617555	0.6286936504
978	0.7318617555	0.6285280304
979	0.7318617555	0.6283852984
980	0.7318617555	0.6283199924
981	0.7317245469	0.628224395
982	0.7319474979	0.6281773387
983	0.7319474979	0.62813501
984	0.7319007211	0.6280471077
985	0.7319007211	0.6280017927
986	0.7318966972	0.6279304825
987	0.732120004	0.6277884207
988	0.7323430199	0.6277056965
989	0.7322097673	0.6276356929
990	0.7322097673	0.6275085467
991	0.732205759	0.6274042489
992	0.7325107576	0.6273166034
993	0.7325107576	0.6271895684
994	0.7325107576	0.6270957763
995	0.7325659901	0.6269241119
996	0.7325659901	0.6268515651
997	0.7324799054	0.626797972
998	0.7323511881	0.6267121412
999	0.7323081585	0.6265751771
1000	0.7323040638	0.6264573541
1001	0.7323040638	0.6263018249
1002	0.7324413045	0.6261955209
1003	0.7324453908	0.6260835363
1004	0.7325314124	0.6259880068
1005	0.7326174247	0.6259117076
1006	0.7325661584	0.625823967
1007	0.7324801677	0.6257320662
1008	0.7324801677	0.6256703064
1009	0.7324801677	0.6255516155
1010	0.7327034277	0.6254418874
1011	0.7329263735	0.6253695962
1012	0.7329263735	0.6252331407
1013	0.7330123838	0.625177542
1014	0.7330123838	0.6250840103
1015	0.7330123838	0.6249783603
1016	0.7331496643	0.6248899288
1017	0.7331496643	0.6247908335
1018	0.7332273876	0.6246892347
1019	0.7327973427	0.6246225925
1020	0.7330206032	0.6245005129
1021	0.7329693183	0.6244328001
1022	0.7329693183	0.6243309535
1023	0.733119465	0.6242005123
1024	0.7334718	0.6240785208
1025	0.7334718	0.6240202762
1026	0.73335963	0.6239254722
1027	0.7338797478	0.6237979768
1028	0.7336726905	0.6236748423
1029	0.7335315103	0.6236215292
1030	0.734244113	0.6235411365
1031	0.7338919005	0.6235084076
1032	0.7341068374	0.6234196502
1033	0.7340170168	0.6232793639
1034	0.7344816661	0.6231877262
1035	0.7343526948	0.6230828301
1036	0.7347050123	0.6230004886
1037	0.7349279709	0.6229229656
1038	0.7347130684	0.6228343766
1039	0.7344981288	0.6227351633
1040	0.7347130684	0.6226494195
1041	0.7346310726	0.6225983404
1042	0.7346310726	0.6225359383
1043	0.7346310726	0.6224402282
1044	0.7346310726	0.6223391559
1045	0.734416131	0.6222940693
1046	0.7348459772	0.6222039666
1047	0.7350608448	0.6221083371
1048	0.7351468657	0.6220665153
1049	0.7348543976	0.6219913341
1050	0.735206665	0.6218563637
1051	0.735206665	0.6218058469
1052	0.7356449773	0.6217243633
1053	0.7356449773	0.6216188725
1054	0.7354340197	0.6215399792
1055	0.7354340197	0.621473915
1056	0.7352190135	0.6214040003
1057	0.7353827142	0.6213131216
1058	0.7359499625	0.6212149232
1059	0.7361648665	0.6211446913
1060	0.7359499625	0.6210610949
1061	0.7359499625	0.6209945327
1062	0.7359459472	0.6208934602
1063	0.7359499625	0.6207882351
1064	0.7360315127	0.6206960158
1065	0.7358245822	0.6205639988
1066	0.7366064357	0.6204966057
1067	0.7366064357	0.6204198592
1068	0.7366924941	0.6202693259
1069	0.7366924941	0.6202177808
1070	0.736262852	0.6201343464
1071	0.7358370709	0.6200528954
1072	0.7357857265	0.6199635928
1073	0.7357857265	0.6198886203
1074	0.7360732805	0.6197598442
1075	0.7357722968	0.6196450762
1076	0.7362753721	0.6195812148
1077	0.7362753721	0.6194732706
1078	0.7362105787	0.6193748846
1079	0.7362965956	0.6193115534
1080	0.7362965956	0.6192549148
1081	0.7363742351	0.6191737928
1082	0.7362368838	0.6190598969
1083	0.736146859	0.6189558559
1084	0.7358929697	0.6188587755
1085	0.7359829313	0.6187597919
1086	0.7363266721	0.6186763997
1087	0.7365416969	0.6186189028
1088	0.7363266721	0.6185158584
1089	0.7365416969	0.6184244212
1090	0.7365416969	0.6183649878
1091	0.7364640405	0.6182544376
1092	0.7366790898	0.6181492216
1093	0.7365416969	0.6180379642
1094	0.7365416969	0.6179792607
1095	0.7365416969	0.6179038335
1096	0.7365416969	0.6177935075
1097	0.7366790898	0.6177263972
1098	0.7367175094	0.6176267053
1099	0.7367175094	0.6175023966
1100	0.7367175094	0.6174082869
1101	0.7367175094	0.6172828277
1102	0.7370828244	0.6171706025
1103	0.7371558755	0.6171253475
1104	0.7373918509	0.6170254477
1105	0.7377437446	0.6169537211
1106	0.7377648746	0.6169066674
1107	0.7379881196	0.616833044
1108	0.7380010339	0.6167447678
1109	0.738027082	0.6166315148
1110	0.738027082	0.6165560903
1111	0.7383019237	0.616459395
1112	0.7383878529	0.6163254732
1113	0.7383878529	0.6162232014
1114	0.7383878529	0.6161482362
1115	0.738516847	0.6160608812
1116	0.7383744705	0.6159385881
1117	0.7382969525	0.6158119954
1118	0.7385159063	0.6157149728
1119	0.7387907247	0.6156011512
1120	0.7387907247	0.6155585214
1121	0.7386533235	0.6154478558
1122	0.7385159063	0.6153892816
1123	0.7387392594	0.6152858422
1124	0.7387392594	0.6151765893
1125	0.7391859653	0.6150768229
1126	0.7388334977	0.6149714532
1127	0.7389830013	0.6148568337
1128	0.7391250537	0.6146783717
1129	0.7393745972	0.6146055517
1130	0.7393745972	0.6145204509
1131	0.7394604988	0.614445063
1132	0.7393745972	0.6143916231
1133	0.7389443961	0.6143027185
1134	0.739116156	0.6142140752
1135	0.7393394125	0.6140807169
1136	0.739116156	0.613981287
1137	0.739116156	0.6139064102
1138	0.7389787627	0.613829581
1139	0.7391281189	0.6137171421
1140	0.7392059544	0.6136172884
1141	0.7392059544	0.6135244679
1142	0.7392918047	0.6134223588
1143	0.7395794256	0.6133230825
1144	0.7397167656	0.6132503609
1145	0.7395794256	0.6132108402
1146	0.7397422085	0.6130903777
1147	0.739755056	0.6130110779
1148	0.739879587	0.6129408591
1149	0.7396524429	0.612864913
1150	0.7402745475	0.6127720312
1151	0.7402745475	0.6126911135
1152	0.740110894	0.6125788346
1153	0.7401967497	0.6124760498
1154	0.7402096208	0.6124219317
1155	0.7405541096	0.6122817873
1156	0.7404208793	0.6121960526
1157	0.7404936562	0.6120895828
1158	0.7407216408	0.6119669956
1159	0.7407256385	0.6117778725
1160	0.7409447454	0.6116130651
1161	0.7409447454	0.611529049
1162	0.7411680348	0.6114486473
1163	0.7410305851	0.6113517051
1164	0.7410177212	0.6112786201
1165	0.7408674003	0.6111743253
1166	0.7409532327	0.6110956138
1167	0.741176591	0.6109373119
1168	0.741262418	0.6108745787
1169	0.741262418	0.6107971299
1170	0.7413482361	0.6106981921
1171	0.741262418	0.6105731075
1172	0.741262418	0.6104981421
1173	0.7413999495	0.6103814783
1174	0.7415374652	0.6102298781
1175	0.7417091428	0.6101235725
1176	0.7416233085	0.6100656294
1177	0.7412705898	0.609993012
1178	0.7412833651	0.6099112602
1179	0.7421262228	0.609781394
1180	0.7420618783	0.6097151362
1181	0.7423018875	0.6096280037
1182	0.7421521805	0.6095446395
1183	0.7422897315	0.6094893624
1184	0.7422380156	0.6093977648
1185	0.7424653829	0.6093435458
1186	0.7423278154	0.6092903243
1187	0.7422501958	0.6092150981
1188	0.7421643726	0.609152115
1189	0.7420268418	0.6090612984
1190	0.7420268418	0.6089989924
1191	0.7416741284	0.6089171632
1192	0.7416741284	0.6088450087
1193	0.7416741284	0.6087721447
1194	0.7421643726	0.608697768
1195	0.7421643726	0.6086127106
1196	0.7423018875	0.6084925784
1197	0.7426793648	0.608411415
1198	0.7424640729	0.6082957922
1199	0.742683335	0.6081813808
1200	0.7429763273	0.6080724539
1201	0.7431178389	0.6079735735
1202	0.7432553185	0.6078675734
1203	0.7436935157	0.6077641352
1204	0.7436935157	0.6076730156
1205	0.7437793928	0.6075730161
1206	0.7439905051	0.6074879202
1207	0.7440763888	0.6073851221
1208	0.7440763888	0.6073039011
1209	0.7440763888	0.6072034544
1210	0.7442139494	0.6071100656
1211	0.74429587	0.6070551867
1212	0.74429587	0.6069983002
1213	0.74429587	0.6069044838
1214	0.7441582879	0.6067977014
1215	0.7445149478	0.6066912281
1216	0.7445149478	0.606546207
1217	0.7445149478	0.6064354646
1218	0.7445149478	0.6063525646
1219	0.7448236977	0.6062812414
1220	0.7449488056	0.606209017
1221	0.7449488056	0.6061494419
1222	0.7450824774	0.6060437826
1223	0.7453052483	0.6059577277
1224	0.7450942763	0.6058801043
1225	0.7453178312	0.6057206199
1226	0.7455446118	0.6056272385
1227	0.7456218461	0.6055062332
1228	0.7454841845	0.6054222407
1229	0.7454841845	0.60534071
1230	0.7454841845	0.6052413504
1231	0.7456218461	0.6051810617
1232	0.7455701181	0.6050630303
1233	0.7457937298	0.6049555245
1234	0.7458796583	0.6048906703
1235	0.7458836002	0.6048329771
1236	0.7457459096	0.6047036237
1237	0.7458836002	0.6046078657
1238	0.7458836002	0.6045248186
1239	0.7457459096	0.6044477688
1240	0.7459607431	0.6044035896
1241	0.746265439	0.6043372021
1242	0.7458357683	0.6042952829
1243	0.7461883394	0.6042172712
1244	0.7459734627	0.6041555815
1245	0.7466179865	0.604005915
1246	0.74684167	0.6039107804
1247	0.7468542784	0.6038222747
1248	0.7470690664	0.6037551427
1249	0.7472838193	0.6036099475
1250	0.7473611799	0.6035305702
1251	0.7467938049	0.6034628519
1252	0.7470174799	0.6033669075
1253	0.7476618656	0.6032813475
1254	0.7475240164	0.603206532
1255	0.7475240164	0.6030969284
1256	0.7474380954	0.6030304274
1257	0.7476618656	0.6029466111
1258	0.7479755601	0.6028393043
1259	0.7478417293	0.6027348791
1260	0.7480484481	0.6026390513
1261	0.7480484481	0.6026004635
1262	0.7479715653	0.6024881303
1263	0.7479236103	0.6023773415
1264	0.7480614728	0.6022570382
1265	0.7481513724	0.602192678
1266	0.7488047609	0.6020926964
1267	0.7490410245	0.6019970908
1268	0.7491309363	0.6019129325
1269	0.7488302088	0.6018186452
1270	0.7491309363	0.601748712
1271	0.7492688091	0.601679689
1272	0.7494836357	0.6015758813
1273	0.7490579494	0.6015179714
1274	0.7490579494	0.6014408081
1275	0.7492728223	0.6013476002
1276	0.7491349586	0.6012374773
1277	0.7492728223	0.6011623267
1278	0.7494876606	0.601100033
1279	0.7494876606	0.6009853575
1280	0.7492728223	0.6008831627
1281	0.749362738	0.6008169225
1282	0.7496634824	0.6007417538
1283	0.7498352292	0.600670449
1284	0.7497883748	0.6005955618
1285	0.7498783139	0.6004928873
1286	0.7499641998	0.6004322442
1287	0.7499641998	0.6003385595
1288	0.7499641998	0.6002514376
1289	0.7501790049	0.6001576111
1290	0.7501790049	0.6000903669
1291	0.7500286286	0.5999868314
1292	0.7501145086	0.5999427664
1293	0.7502525064	0.5998180132
1294	0.7501666137	0.5997051239
1295	0.750612598	0.5996156644
1296	0.750612598	0.5995389407
1297	0.7505481698	0.5994633093
1298	0.7507629466	0.5993595546
1299	0.7506730049	0.5992624396
1300	0.7506730049	0.5991520021
1301	0.7506340791	0.5990625781
1302	0.7506340791	0.599007114
1303	0.7507199796	0.5989485663
1304	0.7508058715	0.5988504972
1305	0.7508058715	0.5987680925
1306	0.7508579249	0.5986658613
1307	0.7513808434	0.5985769313
1308	0.7511586539	0.5984829795
1309	0.7513808434	0.5984237595
1310	0.751080182	0.5983656925
1311	0.7512949154	0.5982902655
1312	0.7515096144	0.5982206671
1313	0.7512949154	0.5980800226
1314	0.7513808434	0.5980091682
1315	0.7513808434	0.5979395477
1316	0.7513808434	0.5978505913
1317	0.7514667628	0.5977825047
1318	0.7514667628	0.5977179931
1319	0.7512520133	0.5975796111
1320	0.7514667628	0.5975086108
1321	0.7514667628	0.5974370107
1322	0.7513808434	0.5973645125
1323	0.7513808434	0.5972877157
1324	0.7513040588	0.5971784265
1325	0.7516047556	0.5971006807
1326	0.7515188234	0.5970148127
1327	0.751368492	0.5969309138
1328	0.751368492	0.5968396456
1329	0.751368492	0.5967702549
1330	0.751454419	0.5966691455
1331	0.751368492	0.5966022281
1332	0.751454419	0.5965130208
1333	0.7516691483	0.596439997
1334	0.7515924342	0.5963772552
1335	0.7517427329	0.5962995915
1336	0.7515963899	0.5962192446
1337	0.7515963899	0.5961527213
1338	0.7519614652	0.5960800502
1339	0.752176204	0.5960047187
1340	0.7520994411	0.5958870086
1341	0.7523215747	0.5958212498
1342	0.7522356008	0.595760735
1343	0.7522356008	0.59566729
1344	0.7524595493	0.5955795453
1345	0.7523735627	0.5954868489
1346	0.7523735627	0.5953963988
1347	0.7523735627	0.5953298458
1348	0.7524595493	0.5952537486
1349	0.7524595493	0.5952037596
1350	0.7525455273	0.5951220444
1351	0.75248611	0.5950653318
1352	0.7524001607	0.5949710942
1353	0.7525720506	0.594921381
1354	0.7525720506	0.5948564917
1355	0.7526579825	0.5947878196
1356	0.7528727422	0.594696213
1357	0.7528727422	0.5946357044
1358	0.7528727422	0.5945544475
1359	0.7530874677	0.5945001028
1360	0.7532162031	0.5944555879
1361	0.752915563	0.5943675428
1362	0.7530536181	0.5942665477
1363	0.7528388856	0.5942054851
1364	0.7528388856	0.5941040135
1365	0.7529248471	0.5940446677
1366	0.7527100724	0.5939445406
1367	0.7529248471	0.593886169
1368	0.7529033457	0.5937995084
1369	0.7532040075	0.5937106147
1370	0.7531395875	0.5936358782
1371	0.7531395875	0.5935619181
1372	0.7531395875	0.593479526
1373	0.7531395875	0.5934073098
1374	0.7531395875	0.5933432399
1375	0.7533542939	0.5933041493
1376	0.752915563	0.5932378563
1377	0.7531302385	0.5931167078
1378	0.752915563	0.5930285469
1379	0.752915563	0.5929768154
1380	0.7530536181	0.5928618819
1381	0.7530536181	0.5928043008
1382	0.7530536181	0.59273856
1383	0.7531916577	0.5926803476
1384	0.7531916577	0.5925978072
1385	0.7536426108	0.5924893185
1386	0.7541579878	0.5923967927
1387	0.7540292958	0.5923384994
1388	0.754243982	0.5922591337
1389	0.754243982	0.5922080915
1390	0.7544586344	0.5921648736
1391	0.7540937125	0.592085239
1392	0.7543943443	0.5919895774
1393	0.7541726463	0.5919226389
1394	0.7541726463	0.5918339887
1395	0.7545446279	0.591788449
1396	0.7546306127	0.5917043874
1397	0.7546306127	0.5916325259
1398	0.754716589	0.5915274169
1399	0.7544924555	0.5914003382
1400	0.754716589	0.5913377645
1401	0.754716589	0.5912813598
1402	0.754716589	0.5912080769
1403	0.754866876	0.5911553565
1404	0.7550049928	0.591076275
1405	0.7550049928	0.5910301578
1406	0.7549229874	0.5909170322
1407	0.7550089744	0.5908404993
1408	0.7550049928	0.5907815676
1409	0.7553577911	0.590729309
1410	0.755373915	0.5906161269
1411	0.7556816802	0.5905320077
1412	0.755896267	0.5904056065
1413	0.755896267	0.5903211152
1414	0.755896267	0.5902178314
1415	0.755896267	0.5901530893
1416	0.7558102524	0.5900713951
1417	0.755896267	0.5900078023
1418	0.755896267	0.5899536081
1419	0.7559822729	0.5898633108
1420	0.756154259	0.5898143918
1421	0.7562402393	0.5897282364
1422	0.7559325225	0.5896692929
1423	0.755794356	0.5895977167
1424	0.7557299813	0.5895107222
1425	0.7560184876	0.5893998491
1426	0.7561903923	0.5893221651
1427	0.7561044442	0.589257694
1428	0.7562402393	0.5892045727
1429	0.7564619685	0.5891405417
1430	0.7565408037	0.5890672801
1431	0.7567127372	0.5890095471
1432	0.7567127372	0.5888762427
1433	0.7567127372	0.5887938034
1434	0.7568846365	0.5886902144
1435	0.7571923104	0.5886246677
1436	0.7572821871	0.5885277998
1437	0.7571962511	0.5884743917
1438	0.7571962511	0.5884057023
1439	0.7572821871	0.5882965666
1440	0.7573720562	0.5881921705
1441	0.7574579679	0.588122247
1442	0.7573720562	0.5880394443
1443	0.757150305	0.5879875994
1444	0.7572362017	0.5879554759
1445	0.7572362017	0.5878748632
1446	0.7573865891	0.5877698236
1447	0.7573865891	0.5877038416
1448	0.7573865891	0.5876066022
1449	0.7572362017	0.5875102071
1450	0.7575923548	0.5874072499
1451	0.7571526971	0.5873223702
1452	0.7573744996	0.5872840613
1453	0.7573100394	0.5872154864
1454	0.757448373	0.58716689
1455	0.7575947804	0.5871137246
1456	0.7576821958	0.5870135246
1457	0.7576701387	0.58689044
1458	0.7573934287	0.5867860479
1459	0.7573934287	0.5867251099
1460	0.7573934287	0.5866712384
1461	0.7576701387	0.5865870842
1462	0.75738138	0.5864667509
1463	0.757808471	0.5863592599
1464	0.757808471	0.5863016562
1465	0.757808471	0.5862053456
1466	0.757808471	0.5861438191
1467	0.7578728578	0.5860489677
1468	0.7578728578	0.5859489559
1469	0.7577225341	0.5858983851
1470	0.7579587997	0.5858353215
1471	0.7579587997	0.5857586787
1472	0.7579587997	0.5856854546
1473	0.7579587997	0.5856221748
1474	0.7579587997	0.5855065122
1475	0.7579587997	0.5854078096
1476	0.7581091217	0.5853342792
1477	0.7581091217	0.5852714934
1478	0.7581091217	0.5851459441
1479	0.7581091217	0.5850673694
1480	0.7584136393	0.5849801896
1481	0.7584971113	0.5848870197
1482	0.7582753567	0.5848098091
1483	0.7584899695	0.5847457087
1484	0.758575895	0.5846524296
1485	0.7587262791	0.5845499275
1486	0.7587262791	0.5845319546
1487	0.7585116499	0.5844751614
1488	0.7585116499	0.5844027599
1489	0.7585035008	0.5842944636
1490	0.7589544335	0.5842319743
1491	0.7589544335	0.5841289716
1492	0.7589544335	0.5840438945
1493	0.7589544335	0.5839549999
1494	0.7590403528	0.5838825071
1495	0.7589544335	0.5838052543
1496	0.7589544335	0.5837130268
1497	0.7590927021	0.583623383
1498	0.759169072	0.5835444437
1499	0.759307363	0.583473033
1500	0.759307363	0.5834341798
1501	0.759393303	0.5833490215
1502	0.759393303	0.5832648639
1503	0.7595290459	0.5832013517
1504	0.7595290459	0.5831410708
1505	0.759307363	0.5830524465
1506	0.7594456389	0.5829679404
1507	0.7594456389	0.5829285964
1508	0.7592953511	0.5828473895
1509	0.7593812991	0.5827771302
1510	0.7593812991	0.5827090334
1511	0.7593812991	0.5826313217
1512	0.7593812991	0.582569491
1513	0.7596029674	0.5824907988
1514	0.7597412928	0.5823967695
1515	0.7597412928	0.5823029982
1516	0.7598915911	0.5822428343
1517	0.7597533035	0.5822011148
1518	0.7597533035	0.5821586017
1519	0.7596673356	0.5820234505
1520	0.7596673356	0.5819536187
1521	0.7597533035	0.5818812717
1522	0.7598915911	0.5817913916
1523	0.7598915911	0.5817278454
1524	0.7598915911	0.5816587296
1525	0.7598915911	0.5815936013
1526	0.7598915911	0.5814889704
1527	0.7598056103	0.5814391439
1528	0.7598056103	0.5813428512
1529	0.7595315919	0.5812342662
1530	0.7596175365	0.5811015227
1531	0.7596175365	0.5810436632
1532	0.7596175365	0.5809634472
1533	0.7595315919	0.5808898824
1534	0.7598322022	0.580772495
1535	0.7599181462	0.5806882931
1536	0.7602257556	0.5806248689
1537	0.7602257556	0.580574753
1538	0.7603116976	0.5805017088
1539	0.7602257556	0.5804550094
1540	0.7602257556	0.5803657835
1541	0.7601398053	0.5803045777
1542	0.7599181462	0.5802346805
1543	0.7599181462	0.5801532167
1544	0.7603614423	0.5800977055
1545	0.7603614423	0.5800437756
1546	0.76030903	0.5799896305
1547	0.7602257556	0.5798920179
1548	0.7605333642	0.5798257393
1549	0.7606193125	0.5797598931
1550	0.7605333642	0.5797035307
1551	0.7603116976	0.5796113463
1552	0.760757701	0.5795477683
1553	0.760757701	0.579492564
1554	0.7605360059	0.5794108934
1555	0.760757701	0.579337417
1556	0.7607052525	0.5792543925
1557	0.7604835563	0.5792220169
1558	0.7607052525	0.5791486692
1559	0.7604835563	0.5790827334
1560	0.7607052525	0.5790232454
1561	0.7604835563	0.5789507848
1562	0.7604835563	0.5788706391
1563	0.760621944	0.5787986563
1564	0.760621944	0.5787030887
1565	0.7604835563	0.5786344722
1566	0.760621944	0.5785413307
1567	0.7608462596	0.5784934587
1568	0.7607603169	0.5783853525
1569	0.761067998	0.5783261358
1570	0.7612858707	0.5782693965
1571	0.7614242785	0.5782117057
1572	0.7615626716	0.578135542
1573	0.7612025408	0.5780868581
1574	0.7614123597	0.5780322749
1575	0.7614911823	0.5778980847
1576	0.7612089472	0.5778204398
1577	0.7612923448	0.5777236664
1578	0.7615102628	0.5776444627
1579	0.7614242785	0.5775801259
1580	0.7615626716	0.5774599519
1581	0.761652486	0.5774058704
1582	0.7617908678	0.5773274277
1583	0.7616295092	0.5772381216
1584	0.7619934523	0.5771386534
1585	0.7620794733	0.5770519066
1586	0.7619896434	0.5769725016
1587	0.7622974866	0.5768520281
1588	0.762073104	0.5768028466
1589	0.7622114435	0.5767196667
1590	0.7623809133	0.576650017
1591	0.7622974866	0.5765239363
1592	0.7622974866	0.576431452
1593	0.7624733267	0.5763605674
1594	0.7623349576	0.5762537299
1595	0.7627639121	0.5761630199
1596	0.7631239758	0.5760801433
1597	0.7631239758	0.5760078982
1598	0.7629023253	0.5759470587
1599	0.7629023253	0.5758931455
1600	0.7629023253	0.575844253
1601	0.7630407238	0.5757806128
1602	0.7629883513	0.5757146977
1603	0.7633484416	0.5756427356
1604	0.7631201799	0.5755888485
1605	0.7629883513	0.5754938059
1606	0.7629883513	0.5754040006
1607	0.7629883513	0.5753188088
1608	0.7629122503	0.5752408394
1609	0.7629883513	0.5751738177
1610	0.7627738608	0.5750839958
1611	0.7631305651	0.5750002898
1612	0.7631305651	0.5749321244
1613	0.7629160402	0.574866752
1614	0.7630880632	0.5747813056
1615	0.7633026035	0.5747255743
1616	0.7631641755	0.574653824
1617	0.7635081002	0.5745943942
1618	0.763658441	0.5745374081
1619	0.7638828623	0.5744650969
1620	0.7637444064	0.5744121128
1621	0.7633144963	0.5743481453
1622	0.7637931226	0.5742576036
1623	0.7640573328	0.574175856
1624	0.7640573328	0.5740774238
1625	0.7642792287	0.5739757434
1626	0.7641895327	0.5738738415
1627	0.764275507	0.57375941
1628	0.764275507	0.5736700278
1629	0.763838901	0.5736112207
1630	0.7639676437	0.5735312812
1631	0.764275507	0.5734853563
1632	0.7641823051	0.5734275654
1633	0.7642682725	0.5733590809
1634	0.7642682725	0.5733264701
1635	0.7641297739	0.5732506969
1636	0.7641297739	0.5731554951
1637	0.7643542317	0.5730681179
1638	0.7643515818	0.5730111913
1639	0.7641297739	0.5729087039
1640	0.7643542317	0.5728107645
1641	0.7643542317	0.5727312943
1642	0.764492729	0.5726689717
1643	0.764717189	0.5725640712
1644	0.7648593683	0.572443174
1645	0.7648593683	0.5724009539
1646	0.7652958993	0.5722938875
1647	0.7658977058	0.5722180914
1648	0.7663270092	0.5721273198
1649	0.7663270092	0.572092638
1650	0.7663270092	0.5720166077
1651	0.7664129642	0.571945394
1652	0.7664129642	0.5718872682
1653	0.7664129642	0.5718492492
1654	0.7666346951	0.5717540519
1655	0.7664201343	0.5716707374
1656	0.7664727929	0.5716074825
1657	0.7664727929	0.5714892914
1658	0.7663868098	0.5714106456
1659	0.7663868098	0.5713494609
1660	0.7665587679	0.5712792805
1661	0.7665587679	0.5712078942
1662	0.7664727929	0.5711341566
1663	0.7670839586	0.5710705306
1664	0.7670839586	0.5709778603
1665	0.7669148334	0.5709114027
1666	0.7669908681	0.570826591
1667	0.7673122203	0.5707234159
1668	0.7666744413	0.5706265901
1669	0.7671967082	0.5705518548
1670	0.7668962078	0.5704667851
1671	0.767186194	0.5704414399
1672	0.7677150407	0.5703592487
1673	0.7675762414	0.5702740129
1674	0.767854579	0.5702142418
1675	0.7677150407	0.570176684
1676	0.7678045239	0.5701038452
1677	0.7671601797	0.5699990729
1678	0.7672989028	0.5699093366
1679	0.7672917896	0.5698343384
1680	0.7672917896	0.5697885286
1681	0.7671987036	0.569712533
1682	0.767423303	0.5695994242
1683	0.7674340571	0.5694520344
1684	0.767321053	0.5693879191
1685	0.7667063712	0.5692730039
1686	0.7673579341	0.5691921771
1687	0.7670599657	0.5690962267
1688	0.7673606537	0.5690129446
1689	0.767721379	0.5689609719
1690	0.7678072555	0.568864739
1691	0.7676684558	0.5687838814
1692	0.7671530468	0.5687220508
1693	0.7674967214	0.5686082807
1694	0.7674967214	0.5685299594
1695	0.7681506968	0.5683851431
1696	0.7683224923	0.5683303468
1697	0.7680549044	0.5682755442
1698	0.7682051968	0.5681652143
1699	0.7686545518	0.568091793
1700	0.7682910484	0.5680449679
1701	0.7682910484	0.56796915
1702	0.7683768921	0.5678791282
1703	0.768677472	0.5677588459
1704	0.7688277809	0.5676489649
1705	0.7684413393	0.5676146637
1706	0.7687419328	0.5675712201
1707	0.7687948845	0.5674911021
1708	0.7686659872	0.5673946176
1709	0.7685271878	0.5673483876
1710	0.7686130283	0.5672502112
1711	0.7686130283	0.567176478
1712	0.7686130283	0.5671423001
1713	0.7689171837	0.567062104
1714	0.7690002499	0.5670257044
1715	0.7692779662	0.5669576006
1716	0.769274421	0.5668844282
1717	0.76913556	0.5668244001
1718	0.7693602807	0.5667692831
1719	0.7697853743	0.5666947341
1720	0.7694018564	0.5665534627
1721	0.7694848864	0.566498677
